true_label,predicted_label,correct,prob_No DR,prob_Mild,prob_Moderate,prob_Severe,prob_Proliferative DR
1,1,1,0.046120904,0.63604856,0.30419838,0.0032065418,0.010425591
0,0,1,0.99644285,0.002007301,0.0014483328,7.538215e-06,9.398515e-05
0,0,1,0.99688715,0.0020025552,0.0010465641,4.2429415e-06,5.9428487e-05
2,2,1,0.0132570155,0.2981642,0.5965487,0.043467946,0.048562136
2,2,1,0.00047650756,0.06431047,0.73152214,0.1112107,0.09248014
0,0,1,0.9968047,0.0016538346,0.001425469,8.400635e-06,0.00010758228
0,0,1,0.62810403,0.34915215,0.022183742,2.818065e-05,0.0005319109
4,4,1,0.000463458,0.0022628114,0.1277568,0.35956013,0.5099568
4,4,1,0.009685993,0.018829802,0.20099643,0.30776942,0.4627184
0,0,1,0.9964329,0.002104731,0.0013767799,6.093265e-06,7.9446036e-05
4,2,0,0.00034315622,0.03190439,0.5970132,0.2039052,0.16683406
2,4,0,4.000726e-05,0.0011961054,0.13959126,0.3726345,0.4865381
2,0,0,0.46286425,0.24844368,0.23811905,0.01606353,0.034509487
3,2,0,0.03987129,0.10806335,0.348329,0.24402261,0.2597137
2,2,1,0.0076203654,0.26408485,0.6344839,0.045390915,0.048420046
0,0,1,0.99799454,0.0012774267,0.00069350365,1.9959687e-06,3.2543358e-05
0,0,1,0.9948966,0.0030618138,0.0018927205,1.21053135e-05,0.00013680258
2,2,1,0.0011830237,0.029229987,0.44462547,0.2708757,0.25408578
4,2,0,0.009206992,0.110558406,0.5459397,0.17641631,0.15787867
2,2,1,2.7494463e-05,0.0151128275,0.7376175,0.149072,0.098170206
2,2,1,0.0027955186,0.055570893,0.47655073,0.23569049,0.22939236
3,2,0,0.0013032078,0.06378269,0.5865283,0.1772299,0.17115587
0,0,1,0.9983467,0.00086748815,0.00073485594,3.001423e-06,4.7925318e-05
4,4,1,0.00638207,0.022369383,0.31110373,0.28843802,0.37170678
4,2,0,0.0030443626,0.04086817,0.38843712,0.28068513,0.28696522
2,2,1,0.0009759804,0.16295362,0.75915337,0.03855953,0.03835749
0,0,1,0.9539643,0.00875047,0.029227985,0.0012499465,0.006807251
2,1,0,0.008406233,0.5259779,0.44371387,0.0072116475,0.014690338
0,0,1,0.9959519,0.0034356734,0.00059439614,8.770612e-07,1.727145e-05
0,0,1,0.9681267,0.01826173,0.011836994,0.00028711493,0.0014873715
2,2,1,4.401019e-05,0.0078089572,0.4689559,0.28905982,0.23413134
0,1,0,0.19018066,0.69738364,0.10781677,0.0005377991,0.0040811617
2,2,1,0.00038870188,0.043816607,0.66497093,0.15994501,0.13087876
0,0,1,0.99662554,0.0024664812,0.0008711914,2.224288e-06,3.452493e-05
2,2,1,0.0043320116,0.28197473,0.636069,0.034988098,0.042636182
0,0,1,0.9977875,0.001418664,0.00075482944,2.3573982e-06,3.6622732e-05
2,2,1,0.0029621655,0.1284243,0.67791367,0.09966626,0.09103369
2,2,1,0.00026725777,0.047519643,0.7768261,0.10219228,0.07319469
0,0,1,0.9987465,0.00061937066,0.00059340586,2.045325e-06,3.873072e-05
0,0,1,0.9991297,0.0005157669,0.00033944708,6.7106987e-07,1.44046335e-05
2,2,1,0.00021567022,0.039300602,0.7598528,0.11856603,0.08206488
2,2,1,0.004565234,0.31388947,0.6356669,0.02083778,0.025040636
0,0,1,0.99983776,9.4928335e-05,6.556201e-05,4.255399e-08,1.6546987e-06
2,1,0,0.06803817,0.63254124,0.27379814,0.0059944424,0.019628
0,2,0,0.024691833,0.17316416,0.60373205,0.10356418,0.09484777
0,0,1,0.99532855,0.0036127756,0.0010066491,3.5833411e-06,4.8352413e-05
2,2,1,0.11912945,0.32448754,0.43702522,0.045443624,0.073914215
0,0,1,0.9622914,0.024407743,0.011467357,0.00026849244,0.0015649776
0,0,1,0.9952845,0.0027399978,0.0018465068,1.0513336e-05,0.00011857997
1,2,0,0.003226116,0.20088717,0.6949388,0.050931253,0.050016712
2,2,1,0.038100228,0.2056754,0.62660426,0.060510334,0.06910983
1,2,0,0.033306662,0.09031165,0.32992062,0.22570546,0.32075557
0,0,1,0.9969459,0.0015849445,0.0013565174,8.27983e-06,0.0001043238
0,0,1,0.99680567,0.0019937165,0.0011245667,5.313019e-06,7.071592e-05
2,2,1,9.2369024e-05,0.01339276,0.5410551,0.25380927,0.19165055
2,2,1,0.00017224766,0.022813104,0.5616574,0.22598404,0.18937318
2,1,0,0.07781789,0.59006774,0.30209985,0.0073247454,0.022689732
1,1,1,0.017383743,0.5076248,0.4450039,0.009905159,0.020082409
2,2,1,0.00044251588,0.13665168,0.8084617,0.028958865,0.025485178
0,0,1,0.9990952,0.00048420165,0.00039874166,1.0576817e-06,2.0806423e-05
0,0,1,0.9984854,0.000889072,0.00059121294,1.9058051e-06,3.2489264e-05
0,0,1,0.996851,0.0015032025,0.0015021111,1.0571076e-05,0.00013311356
2,2,1,0.00034519564,0.09179448,0.8076625,0.05396919,0.046228655
2,2,1,0.0038035435,0.15493535,0.6867403,0.08083737,0.07368342
2,2,1,0.0024728,0.14269997,0.74953777,0.05833893,0.046950504
2,2,1,0.0063179587,0.17880276,0.62170136,0.09658876,0.09658918
0,0,1,0.97756726,0.009481993,0.011062296,0.00025880715,0.0016296733
0,0,1,0.9958146,0.00333136,0.0008199108,2.144728e-06,3.1971766e-05
0,0,1,0.9956606,0.002522518,0.0017032486,9.283139e-06,0.00010435069
0,0,1,0.9933262,0.0031598937,0.0031798608,3.1982116e-05,0.0003020981
0,0,1,0.9833965,0.010141857,0.005972268,6.592377e-05,0.000423479
3,4,0,0.000110955734,0.0037401272,0.20472625,0.3540977,0.43732503
0,0,1,0.99886096,0.00048045377,0.0006137633,2.4003734e-06,4.253989e-05
0,0,1,0.99835557,0.0009569896,0.0006478283,2.2592785e-06,3.7314287e-05
2,2,1,0.0017879737,0.034853693,0.41350806,0.27209148,0.27775878
1,2,0,0.00581927,0.11202018,0.5581635,0.1627155,0.16128156
4,2,0,0.011029346,0.15952738,0.5985933,0.11877077,0.1120792
1,2,0,0.0049430807,0.22688377,0.6739941,0.047342457,0.046836518
0,0,1,0.99159145,0.0049520363,0.0031950937,3.0325062e-05,0.0002310857
0,0,1,0.99823713,0.00093989325,0.00077208405,3.0518213e-06,4.7891004e-05
2,2,1,0.00028607142,0.046347078,0.72660947,0.12945619,0.097301215
4,4,1,0.0008440533,0.010174837,0.22430046,0.34018135,0.42449927
2,4,0,0.00026864558,0.011305118,0.32922754,0.32054535,0.33865342
0,0,1,0.9924976,0.0039113034,0.0033163535,2.6395279e-05,0.00024833024
2,1,0,0.15074973,0.56116354,0.2590992,0.0068296622,0.022157881
2,2,1,0.00011745563,0.009243832,0.3691193,0.3168216,0.30469775
0,0,1,0.99709356,0.0018160309,0.0010207419,4.6963614e-06,6.484388e-05
2,2,1,0.0008974279,0.04439944,0.58043045,0.20075443,0.17351826
4,4,1,0.0036896328,0.016520584,0.2119351,0.34962764,0.418227
0,0,1,0.99101734,0.0051067183,0.003545015,3.308058e-05,0.00029777747
4,4,1,0.00029820224,0.0050761746,0.1935638,0.35341188,0.4476499
0,0,1,0.9958489,0.0027393862,0.0013281334,6.1578935e-06,7.737755e-05
2,2,1,0.007769937,0.11509466,0.6000582,0.14877687,0.12830031
1,1,1,0.18076213,0.7525062,0.06508706,0.00012448126,0.0015200627
1,2,0,0.015802374,0.3980175,0.5184431,0.027010346,0.04072665
2,2,1,0.1807273,0.26359263,0.3845843,0.066593766,0.10450199
0,0,1,0.9998293,9.3438706e-05,7.502743e-05,6.332459e-08,2.2451447e-06
0,0,1,0.99761176,0.0010779175,0.0011947502,8.068814e-06,0.00010751362
0,0,1,0.99683726,0.0026834153,0.00046576012,6.290205e-07,1.2969882e-05
4,2,0,0.018362395,0.18976566,0.4972731,0.13721159,0.15738724
2,2,1,0.0063640065,0.051483452,0.41210398,0.27437204,0.25567657
0,0,1,0.9969489,0.0018030732,0.0011899698,3.9462852e-06,5.4066255e-05
0,0,1,0.9975387,0.0012613419,0.0011131547,6.030316e-06,8.0792764e-05
1,1,1,0.041278187,0.61427146,0.32387668,0.005316563,0.015257076
0,0,1,0.9992974,0.00038814126,0.00030035194,6.02833e-07,1.3537929e-05
1,2,0,0.01972251,0.29663882,0.5726871,0.051456716,0.05949485
0,0,1,0.99303484,0.005752166,0.0011673748,2.8007598e-06,4.2908712e-05
2,2,1,0.012445421,0.38054585,0.5491568,0.024011664,0.033840336
0,0,1,0.99612767,0.0026955043,0.0011204212,3.8025644e-06,5.273916e-05
1,2,0,0.006570621,0.478869,0.48858705,0.009352462,0.016620863
0,0,1,0.9974095,0.0013803258,0.0011327849,5.3733565e-06,7.209458e-05
0,0,1,0.99963975,0.00019496564,0.00015929075,1.9899184e-07,5.6617723e-06
2,2,1,0.00021878614,0.021047583,0.53276724,0.23726349,0.20870289
1,2,0,0.01272367,0.34041572,0.5687753,0.034119956,0.04396535
4,2,0,0.0004661908,0.044661004,0.63414735,0.17578816,0.14493729
0,0,1,0.9990258,0.0006391707,0.00032334586,4.960954e-07,1.123695e-05
2,2,1,0.0037275413,0.07665614,0.4956211,0.21115845,0.21283676
0,0,1,0.99876416,0.0007849443,0.00043141173,9.506371e-07,1.858796e-05
4,4,1,8.465019e-05,0.0045940634,0.25484428,0.35218465,0.38829234
0,0,1,0.99062866,0.007961207,0.0013603048,2.8181464e-06,4.696333e-05
0,0,1,0.99731356,0.0020029247,0.00065625255,1.7506151e-06,2.5431578e-05
2,2,1,0.005507954,0.36248413,0.5762172,0.023224186,0.032566573
2,2,1,8.328121e-06,0.0056503937,0.56449354,0.2540923,0.17575549
2,2,1,0.0005582485,0.041083973,0.6160754,0.18520527,0.15707707
2,2,1,0.0020076458,0.050152678,0.47251076,0.23975219,0.23557672
0,0,1,0.9967173,0.0019613232,0.0012335471,6.212088e-06,8.167408e-05
0,0,1,0.9997818,0.00012587976,8.957379e-05,7.696625e-08,2.6171545e-06
4,2,0,0.00046449312,0.022246145,0.44027472,0.27581307,0.2612016
0,0,1,0.99371886,0.0029153118,0.0030052816,3.3057542e-05,0.00032750078
2,2,1,0.00042598147,0.07195623,0.7808854,0.0827219,0.064010516
2,2,1,0.0004499611,0.035566732,0.65524083,0.1729955,0.13574702
0,0,1,0.9973349,0.0011974155,0.001336963,9.391614e-06,0.000121351615
0,0,1,0.9796919,0.007650635,0.010832035,0.0002440215,0.0015813846
0,0,1,0.9858306,0.011158615,0.0028790813,1.0770212e-05,0.00012095812
2,2,1,3.315887e-05,0.008426435,0.53253895,0.26447722,0.1945242
0,0,1,0.99054635,0.0055599837,0.0036217992,3.2720305e-05,0.00023912094
2,2,1,0.010647672,0.13163075,0.50761175,0.15241419,0.19769561
0,0,1,0.99011266,0.0068737003,0.002855605,1.588731e-05,0.00014207576
0,0,1,0.99689925,0.0018504589,0.0011690164,5.6612616e-06,7.564043e-05
4,2,0,0.0029477668,0.051021177,0.530799,0.2252241,0.19000798
0,0,1,0.9965564,0.0019158548,0.0014001057,9.545363e-06,0.00011805653
0,0,1,0.9968688,0.0014122017,0.0015680688,1.13152955e-05,0.00013960306
2,4,0,8.7125685e-05,0.0031724654,0.19753543,0.3628203,0.43638465
0,0,1,0.9974619,0.0012353319,0.0011927796,7.738393e-06,0.000102232225
0,0,1,0.99501723,0.0027956439,0.0020853002,8.015269e-06,9.3860624e-05
0,0,1,0.99953306,0.00026239624,0.00019657744,2.9547968e-07,7.5984453e-06
